"key","status","en_was","en","translation"
"common.aria.placeCard","new","","{name} — {type}, {region}","{name} — {type}, {region}"
"common.aria.placeCardImageAlt","new","","{name}, {region} — in Cyprus winter light","{name}, {region} — dans la lumière d’hiver de Chypre"
"common.cookies.srAnnounce","new","","Cookie notice: choose Accept or Essential only at the bottom of the screen.","Avis cookies : choisissez Accepter ou Essentiel seulement en bas de l’écran."
"common.fromPrice","new","","from €{price}","à partir de {price} €"
"common.hubFilter.all","new","","All regions","Toutes les régions"
"common.hubFilter.aria","new","","Filter by region","Filtrer par région"
"common.hubFilter.showing","new","","{count} of {total} shown","{count} sur {total} affichés"
"common.localeBetaHint","new","","Beta languages: some content may still appear in English.","Langues bêta : certains contenus peuvent encore apparaître en anglais."
"common.localeSuggest.aria","new","","Language suggestion","Suggestion de langue"
"common.localeSuggest.body","new","","This page is also available in English.","Cette page est aussi disponible en français."
"common.localeSuggest.cta","new","","Switch to English","Passer au français"
"common.localeSuggest.dismiss","new","","Dismiss","Fermer"
"common.localeSwitchHeading","new","","Language","Langue"
"common.navigate","new","","Navigate","Naviguer"
"common.skipTo.map","new","","Skip to map","Aller à la carte"
"common.skipTo.results","new","","Skip to results","Aller aux résultats"
"data.airport.lca.city","new","","Larnaca","Larnaca"
"data.airport.lca.tips.0","new","","Free WiFi at arrivals. Grab a coffee and browse if you haven't already.","WiFi gratuit aux arrivées. Prenez un café et organisez-vous tranquillement."
"data.airport.lca.tips.1","new","","EU SIMs work. Local SIMs available at arrivals for data.","Les SIM de l’UE fonctionnent. Des SIM locales pour la data sont vendues aux arrivées."
"data.airport.lca.tips.2","new","","Euro (€) only. ATMs and exchange at arrivals. Small village shops prefer cash.","Euro (€) uniquement. Distributeurs et bureau de change aux arrivées. Les petites boutiques de village préfèrent les espèces."
"data.airport.lca.tips.3","new","","Emergency 112 · Tourist info 1460 · Save both.","Urgences 112 · Infos touristiques 1460 · Enregistrez les deux."
"data.airport.lca.transport.bus.approxCost","new","","€8 to 15 one-way","8 à 15 € l’aller"
"data.airport.lca.transport.bus.description","new","","Kapnos shuttle to main resorts. Comfortable, affordable.","Navette Kapnos vers les principales stations. Confortable et abordable."
"data.airport.lca.transport.bus.duration","new","","30 to 90 min","30 à 90 min"
"data.airport.lca.transport.bus.tip","new","","Check schedules for your resort; book online or at desk.","Vérifiez les horaires pour votre station ; réservation en ligne ou au comptoir."
"data.airport.lca.transport.bus.type","new","","Bus","Bus"
"data.airport.lca.transport.car-rental.approxCost","new","","€25 to 60/day","25 à 60 €/jour"
"data.airport.lca.transport.car-rental.description","new","","Drive on the left. International license accepted.","On conduit à gauche. Le permis international est accepté."
"data.airport.lca.transport.car-rental.tip","new","","Book in advance; major companies at arrivals.","Réservez à l’avance ; les grandes agences sont aux arrivées."
"data.airport.lca.transport.car-rental.type","new","","Car rental","Location de voiture"
"data.airport.lca.transport.taxi.approxCost","new","","€25 to 45 to Larnaca, €50 to 70 to Limassol, €80 to 100 to Paphos","25 à 45 € vers Larnaca, 50 à 70 € vers Limassol, 80 à 100 € vers Paphos"
"data.airport.lca.transport.taxi.description","new","","Meet & greet, fixed rates. Best for late arrivals or groups.","Accueil à l’arrivée, tarifs fixes. Idéal pour les arrivées tardives ou les groupes."
"data.airport.lca.transport.taxi.duration","new","","15 to 60 min","15 à 60 min"
"data.airport.lca.transport.taxi.tip","new","","Pre-book online for best rates; drivers meet you at arrivals.","Réservez en ligne pour les meilleurs tarifs ; les chauffeurs vous attendent aux arrivées."
"data.airport.lca.transport.taxi.type","new","","Taxi","Taxi"
"data.airport.pfo.city","new","","Paphos","Paphos"
"data.airport.pfo.tips.0","new","","Smaller than Larnaca. Usually quicker through customs.","Plus petit que Larnaca. Passage en général plus rapide."
"data.airport.pfo.tips.1","new","","Ancient sites, beaches, wine villages within reach. Coral Bay, mosaics, Lara Beach.","Sites antiques, plages et villages viticoles à portée. Coral Bay, mosaïques, plage de Lara."
"data.airport.pfo.tips.2","new","","Drive on the left. Emergency 112 · Tourist info 1460.","On conduit à gauche. Urgences 112 · Infos touristiques 1460."
"data.airport.pfo.transport.bus.approxCost","new","","€2 to 4","2 à 4 €"
"data.airport.pfo.transport.bus.description","new","","612 to Paphos harbour and resort areas. Cheap and straightforward.","La ligne 612 vers le port de Paphos et les stations. Bon marché et simple."
"data.airport.pfo.transport.bus.duration","new","","30 to 45 min","30 à 45 min"
"data.airport.pfo.transport.bus.tip","new","","Runs regularly; check timetables for evening arrivals.","Passe régulièrement ; vérifiez les horaires du soir."
"data.airport.pfo.transport.bus.type","new","","Bus","Bus"
"data.airport.pfo.transport.car-rental.approxCost","new","","€25 to 60/day","25 à 60 €/jour"
"data.airport.pfo.transport.car-rental.description","new","","Best if you plan to hit the mosaics, beaches, and wine villages. The west rewards a car.","Le bon choix pour les mosaïques, les plages et les villages viticoles. L’ouest récompense la voiture."
"data.airport.pfo.transport.car-rental.tip","new","","Mosaics, villages, Lara Beach: all within an hour. Book ahead and you're set.","Mosaïques, villages, plage de Lara : tout est à moins d’une heure. Réservez à l’avance et c’est réglé."
"data.airport.pfo.transport.car-rental.type","new","","Car rental","Location de voiture"
"data.airport.pfo.transport.taxi.approxCost","new","","€25 to 35 to Paphos, €60 to 80 to Limassol, €120 to 150 to Larnaca","25 à 35 € vers Paphos, 60 à 80 € vers Limassol, 120 à 150 € vers Larnaca"
"data.airport.pfo.transport.taxi.description","new","","Meet & greet at arrivals. Fixed fares to Paphos, Coral Bay, Limassol.","Accueil aux arrivées. Tarifs fixes vers Paphos, Coral Bay, Limassol."
"data.airport.pfo.transport.taxi.duration","new","","15 to 90 min","15 à 90 min"
"data.airport.pfo.transport.taxi.tip","new","","Pre-booking avoids queues; 24/7 availability.","Réserver à l’avance évite les files ; disponible 24 h/24."
"data.airport.pfo.transport.taxi.type","new","","Taxi","Taxi"
"data.attractions.agros.openingHours","new","","Rose factory 8 to 17; tours by arrangement","Fabrique de roses 8 h – 17 h ; visites sur arrangement"
"data.attractions.agros.winterTip","new","","Roses bloom Apr to May. In winter the factory uses stored harvest. Tours still run. Rose water, loukoumi. The tavernas are warm. The mountain air is cold.","Les roses fleurissent d’avr. à mai. En hiver, la fabrique travaille la récolte stockée. Les visites continuent. Eau de rose, loukoums. Les tavernes sont chaudes. L’air de montagne est froid."
"data.attractions.amahti.openingHours","new","","Daily 8:30 to 17:00 (winter)","Tous les jours 8 h 30 – 17 h (hiver)"
"data.attractions.amahti.winterTip","new","","Winter is ideal; summer heat can be brutal. Combine with Governor's Beach for a coastal day.","L’hiver est idéal ; la chaleur d’été peut être brutale. À combiner avec Governor's Beach pour une journée côtière."
"data.attractions.angeloktisti.openingHours","new","","Winter (1 Oct to 31 Apr): Mon to Sat 7:00 to 16:45, Sun 9:30 to 16:45 (DMT 2025). Confirm locally.","Hiver (du 1er oct. au 31 avr.) : lun–sam. 7 h – 16 h 45, dim. 9 h 30 – 16 h 45 (DMT 2025). À confirmer sur place."
"data.attractions.angeloktisti.winterTip","new","","Quiet village church. Most tour buses skip it. Winter mornings are ideal. Combine with Zygi or Lefkara for a Larnaca hinterland day.","Église de village paisible. La plupart des bus touristiques passent sans s’arrêter. Les matins d’hiver sont parfaits. À combiner avec Zygi ou Lefkara pour une journée dans l’arrière-pays de Larnaca."
"data.attractions.archangelos-michail.openingHours","new","","Tue to Sat 10:00 to 16:30, Sun 11:00 to 16:30 (winter 16 Sep to 15 Apr). Closed Mon. Confirm locally.","Mar–sam. 10 h – 16 h 30, dim. 11 h – 16 h 30 (hiver, du 16 sept. au 15 avr.). Fermé le lundi. À confirmer sur place."
"data.attractions.archangelos-michail.winterTip","new","","Winter hours 16 Sep to 15 Apr (Deputy Ministry of Culture, Aug 2025). Ask at the Folk Art Museum or café if the door is locked.","Horaires d’hiver du 16 sept. au 15 avr. (ministère de la Culture, août 2025). Si la porte est fermée, demandez au musée d’art populaire ou au café."
"data.attractions.athalassa-forest-park.openingHours","new","","Park open dawn to dusk. Visitor centre hours vary — call ahead off-season.","Parc ouvert de l’aube au crépuscule. Les horaires du centre varient — hors saison, appelez avant."
"data.attractions.athalassa-forest-park.winterTip","new","","After rain, stick to main tracks—side paths muddy. Visitor centre open weekdays; check hours off-season. Layer for cycling descents.","Après la pluie, restez sur les pistes principales — les sentiers latéraux sont boueux. Centre des visiteurs ouvert en semaine ; vérifiez les horaires hors saison. Des couches pour les descentes à vélo."
"data.attractions.ayia-napa-sea-caves.bestTimeToVisit","new","","Late afternoon for golden light; combine with Cape Greco and Konnos.","En fin d’après-midi pour la lumière dorée ; à combiner avec le cap Greco et Konnos."
"data.attractions.ayia-napa-sea-caves.openingHours","new","","Open cliff-top year-round.","Falaises en accès libre toute l’année."
"data.attractions.ayia-napa-sea-caves.winterTip","new","","Winter light is golden and low; ideal for photography. Sea too cold for swimming; bring a wind layer. Combine with Cape Greco trail.","La lumière d’hiver, dorée et basse, est idéale pour la photo. Mer trop froide pour la baignade ; prévoyez un coupe-vent. À combiner avec le sentier du cap Greco."
"data.attractions.bellapais.openingHours","new","","Daily 9 to 17 (winter); may vary in north Cyprus","Tous les jours 9 h – 17 h (hiver) ; peut varier dans le nord de Chypre"
"data.attractions.bellapais.winterTip","new","","Winter concerts in the refectory. Check programme for dates. Dress warm; the stone holds the cold. The abbey at dusk.","Concerts d’hiver dans le réfectoire. Consultez le programme. Couvrez-vous ; la pierre garde le froid. L’abbaye au crépuscule."
"data.attractions.buffavento.openingHours","new","","Daily 9 to 17 (north Cyprus; may vary)","Tous les jours 9 h – 17 h (nord de Chypre ; horaires variables)"
"data.attractions.buffavento.winterTip","new","","North Cyprus. Dress warm; the castle catches the wind. Verify border access from the south before you travel. Clear winter days offer the best visibility. The climb warms you up.","Chypre du Nord. Couvrez-vous ; le château prend le vent. Vérifiez le passage de la ligne verte depuis le sud avant de partir. Les journées d’hiver dégagées offrent la meilleure visibilité. La montée réchauffe."
"data.attractions.cape-greco-climbing.bestTimeToVisit","new","","Dec to Mar, morning for calm wind","Déc. à mars, le matin pour un vent calme"
"data.attractions.cape-greco-climbing.winterTip","new","","Mild coast when Troodos is cold. Check wind; exposed ridges need calm days. Guided climbing recommended if new to the area.","Côte douce quand le Troodos est froid. Vérifiez le vent ; les arêtes exposées exigent des jours calmes. Escalade guidée recommandée si vous découvrez le secteur."
"data.attractions.choirokoitia.bestTimeToVisit","new","","Dec to Feb, 10am to 12pm (warmer, less mist)","Déc. à fév., 10 h – 12 h (plus doux, moins de brume)"
"data.attractions.choirokoitia.openingHours","new","","Daily 8:30 to 17:00 (winter 16 Sep to 15 Apr)","Tous les jours 8 h 30 – 17 h (hiver, du 16 sept. au 15 avr.)"
"data.attractions.choirokoitia.winterTip","new","","Winter mornings can be misty; dramatic for photos. The site is compact; allow 1 to 1.5 hours.","Les matins d’hiver sont parfois brumeux ; spectaculaire en photo. Le site est compact ; comptez 1 h à 1 h 30."
"data.attractions.chrysorrogiatissa.openingHours","new","","Daily 9 to 12, 15 to 18 (winter); museum 9 to 13, 14 to 17","Tous les jours 9 h – 12 h, 15 h – 18 h (hiver) ; musée 9 h – 13 h, 14 h – 17 h"
"data.attractions.chrysorrogiatissa.winterTip","new","","Paphos region stays mild. The views over the district are clear in winter. Buy a bottle. Combine with Vouni Panayia for a full wine-and-monastery day.","La région de Paphos reste douce. Les vues sur le district sont dégagées en hiver. Achetez une bouteille. À combiner avec Vouni Panayia pour une journée vin et monastère."
"data.attractions.coral-bay.bestTimeToVisit","new","","Late afternoon for sunset; combine with Pafos mosaics or Tomb of Kings.","En fin d’après-midi pour le coucher de soleil ; à combiner avec les mosaïques de Paphos ou les Tombeaux des Rois."
"data.attractions.coral-bay.openingHours","new","","Open shoreline year-round. Tavernas often stay open.","Rivage en accès libre toute l’année. Les tavernes restent souvent ouvertes."
"data.attractions.coral-bay.winterTip","new","","Winter sunsets around 5pm Dec to Jan. Fewer crowds, mild for a stroll.","Couchers de soleil d’hiver vers 17 h de déc. à janv. Moins de monde, doux pour une balade."
"data.attractions.cyprus-museum.openingHours","new","","Tue to Fri 8 to 18, Sat 9 to 17, Sun 10 to 13; closed Mon","Mar–ven 8 h – 18 h, sam. 9 h – 17 h, dim. 10 h – 13 h ; fermé le lundi"
"data.attractions.cyprus-museum.winterTip","new","","Best rainy-day escape. The galleries stay warm and dry. Combine with Ledra Street and a café; the museum sits in central Nicosia.","Le meilleur refuge des jours de pluie. Les salles restent chaudes et sèches. À combiner avec la rue Ledra et un café ; le musée est au centre de Nicosie."
"data.attractions.fig-tree-bay.bestTimeToVisit","new","","Morning or afternoon; Cape Greco trail first, then Fig Tree Bay.","Matin ou après-midi ; le sentier du cap Greco d’abord, puis Fig Tree Bay."
"data.attractions.fig-tree-bay.openingHours","new","","Open shoreline year-round. Promenade cafés often stay open.","Rivage en accès libre toute l’année. Les cafés de la promenade restent souvent ouverts."
"data.attractions.fig-tree-bay.winterTip","new","","Protected bay; mild for winter walks. Promenade cafés stay open. Combine with Protaras and Cape Greco.","Baie abritée, douce pour les balades d’hiver. Les cafés de la promenade restent ouverts. À combiner avec Protaras et le cap Greco."
"data.attractions.fikardou.openingHours","new","","Museum 9 to 16; village always open","Musée 9 h – 16 h ; village toujours ouvert"
"data.attractions.fikardou.winterTip","new","","UNESCO village. The museum opens 9 to 16. Winter is quiet. Combine with a Nicosia or Troodos day. The silence is the gift.","Village UNESCO. Le musée ouvre de 9 h à 16 h. L’hiver est calme. À combiner avec une journée à Nicosie ou dans le Troodos. Le silence est le cadeau."
"data.attractions.foini.openingHours","new","","Museum 9 to 16 (check for winter hours); workshops vary","Musée 9 h – 16 h (vérifiez les horaires d’hiver) ; ateliers variables"
"data.attractions.foini.winterTip","new","","Detour on the way to Platres or Troodos. The museum and workshops stay open. Winter is quiet. Take home a small jug or bowl.","Détour sur la route de Platres ou du Troodos. Le musée et les ateliers restent ouverts. L’hiver est calme. Repartez avec une petite cruche ou un bol."
"data.attractions.gerakopetra-boulders.bestTimeToVisit","new","","Dec to Mar, 10am to 3pm","Déc. à mars, 10 h – 15 h"
"data.attractions.gerakopetra-boulders.winterTip","new","","Prime season Dec to Mar on dry days. Northeast sectors stay cold—start mid-morning or head to Episkopi for sun. Bring layers for belaying. Wait 24 hours after rain—sandstone needs to dry. Gravel road can be muddy; 4x4 helpful not essential.","Pleine saison de déc. à mars par temps sec. Les secteurs nord-est restent froids — commencez en milieu de matinée ou filez à Episkopi pour le soleil. Prévoyez des couches pour l’assurage. Attendez 24 h après la pluie — le grès doit sécher. La piste peut être boueuse ; 4×4 utile mais pas indispensable."
"data.attractions.governors-beach.bestTimeToVisit","new","","Lunch; Kourion in the morning, Governor's Beach for fish.","Au déjeuner ; Kourion le matin, Governor's Beach pour le poisson."
"data.attractions.governors-beach.openingHours","new","","Open shoreline year-round. Cliff tavernas often stay open.","Rivage en accès libre toute l’année. Les tavernes de la falaise restent souvent ouvertes."
"data.attractions.governors-beach.winterTip","new","","Ideal for a winter coastal lunch; 18°C and sunny. Cliff tavernas open year-round. Combine with Kourion or Kolossi.","Idéale pour un déjeuner d’hiver en bord de mer ; 18 °C et du soleil. Les tavernes de la falaise ouvrent toute l’année. À combiner avec Kourion ou Kolossi."
"data.attractions.idalion.openingHours","new","","Local museum Mon to Fri 8:30 to 16:00 (DMT 2025). Archaeological park hours vary — call 22 444818.","Musée local lun–ven 8 h 30 – 16 h (DMT 2025). Les horaires du parc archéologique varient — tél. 22 444818."
"data.attractions.idalion.winterTip","new","","Fewer visitors in winter. You might have the site to yourself. The olive trees and hilltop views are worth the detour from Nicosia.","Moins de visiteurs en hiver. Vous aurez peut-être le site pour vous. Les oliviers et la vue depuis la colline valent le détour depuis Nicosie."
"data.attractions.kakopetria.bestTimeToVisit","new","","Dec to Feb, lunch or early afternoon (warmer in the valley)","Déc. à fév., au déjeuner ou en début d’après-midi (plus doux dans la vallée)"
"data.attractions.kakopetria.openingHours","new","","Tavernas 12 to 22; shops 9 to 18","Tavernes 12 h – 22 h ; boutiques 9 h – 18 h"
"data.attractions.kakopetria.winterTip","new","","Trout tavernas by the river are cosy in winter. Try trout with almonds or the local sausages.","Les tavernes à truite au bord de la rivière sont douillettes en hiver. Goûtez la truite aux amandes ou les saucisses locales."
"data.attractions.kalopanagiotis.openingHours","new","","Thermal baths vary; bridge and village always open","Horaires des bains variables ; pont et village toujours ouverts"
"data.attractions.kalopanagiotis.winterTip","new","","Thermal springs are extra welcome in winter. The valley is cold and crisp. Book a soak. The bridge and Lampadistis church. Allow an hour.","Les sources thermales sont doublement bienvenues en hiver. La vallée est froide et vive. Réservez un bain. Le pont et l’église Lampadistis. Comptez une heure."
"data.attractions.kition.bestTimeToVisit","new","","Tue to Fri morning; salt lake flamingos after","Mar–ven le matin ; les flamants du lac salé ensuite"
"data.attractions.kition.openingHours","new","","Mon to Fri 8:30 to 16:00 (winter 16 Sep to 15 Apr). Closed Sat and Sun.","Lun–ven 8 h 30 – 16 h (hiver, du 16 sept. au 15 avr.). Fermé sam. et dim."
"data.attractions.kition.winterTip","new","","Winter hours are weekdays 8:30 to 16:00; closed Saturday and Sunday. Combine with the salt lake or Angeloktisti, not a weekend-only Larnaca day.","Horaires d’hiver en semaine, 8 h 30 – 16 h ; fermé samedi et dimanche. À combiner avec le lac salé ou Angeloktisti — pas pour une journée à Larnaca limitée au week-end."
"data.attractions.koilani.openingHours","new","","Wine museum 10 to 16; tavernas 12 to 22","Musée du vin 10 h – 16 h ; tavernes 12 h – 22 h"
"data.attractions.koilani.winterTip","new","","Commandaria Festival in December. Wine museum 10 to 16. Even in January the tavernas are warm. Combine with Vlassides, Omodos, Pera Pedi. Plan to eat.","Festival de la Commandaria en décembre. Musée du vin 10 h – 16 h. Même en janvier, les tavernes sont chaudes. À combiner avec Vlassides, Omodos, Pera Pedi. Prévoyez de manger."
"data.attractions.kolossi.bestTimeToVisit","new","","Dec to Mar, mid-morning (warm enough to climb to roof)","Déc. à mars, en milieu de matinée (assez doux pour monter sur le toit)"
"data.attractions.kolossi.openingHours","new","","Daily 8:30 to 17:00 (winter)","Tous les jours 8 h 30 – 17 h (hiver)"
"data.attractions.kolossi.winterTip","new","","Combine with a Commandaria tasting; Zambartas is nearby, or Kolios in the Paphos hills. Castle takes 30 to 45 min.","À combiner avec une dégustation de Commandaria ; Zambartas est tout près, ou Kolios dans les collines de Paphos. Le château se visite en 30 à 45 min."
"data.attractions.konnos-bay.bestTimeToVisit","new","","Morning; do Cape Greco trail first, Konnos for a break.","Le matin ; le sentier du cap Greco d’abord, Konnos pour la pause."
"data.attractions.konnos-bay.openingHours","new","","Open shoreline year-round. No facilities on the sand.","Rivage en accès libre toute l’année. Aucun équipement sur le sable."
"data.attractions.konnos-bay.winterTip","new","","Combine with Cape Greco Coastal Path; trailhead nearby. Winter sun and empty sand.","À combiner avec le sentier côtier du cap Greco ; le départ est tout proche. Soleil d’hiver et sable désert."
"data.attractions.kourion.bestTimeToVisit","new","","Dec to Mar, late afternoon for sunset","Déc. à mars, en fin d’après-midi pour le coucher de soleil"
"data.attractions.kourion.openingHours","new","","Daily 8:30 to 17:00 (winter)","Tous les jours 8 h 30 – 17 h (hiver)"
"data.attractions.kourion.winterTip","new","","The theatre faces west; sunset in winter around 4:30pm. Bring a wind layer; the cliff catches breezes.","Le théâtre regarde vers l’ouest ; coucher de soleil d’hiver vers 16 h 30. Prévoyez un coupe-vent ; la falaise prend la brise."
"data.attractions.kykkos.openingHours","new","","Daily 10 to 18 (winter); museum 10 to 16","Tous les jours 10 h – 18 h (hiver) ; musée 10 h – 16 h"
"data.attractions.kykkos.winterTip","new","","The drive can be snowy in Jan to Feb. Check road conditions. The forest in winter light. Allow half a day minimum.","La route peut être enneigée de janv. à fév. Vérifiez les conditions. La forêt sous la lumière d’hiver. Comptez au moins une demi-journée."
"data.attractions.lara-bay.bestTimeToVisit","new","","Morning; combine with Adonis or Aphrodite trail, Polis for lunch.","Le matin ; à combiner avec le sentier d’Adonis ou d’Aphrodite, Polis au déjeuner."
"data.attractions.lara-bay.openingHours","new","","Open shoreline year-round. No facilities; pack water.","Rivage en accès libre toute l’année. Aucun équipement ; emportez de l’eau."
"data.attractions.lara-bay.winterTip","new","","No nesting in winter; beach is empty. 4WD recommended for the access road. Combine with Akamas trails.","Pas de nidification en hiver ; la plage est déserte. 4×4 recommandé pour la piste d’accès. À combiner avec les sentiers de l’Akamas."
"data.attractions.larnaca-aliki.bestTimeToVisit","new","","Nov to Mar, first light or late afternoon","Nov. à mars, aux premières lueurs ou en fin d’après-midi"
"data.attractions.larnaca-aliki.openingHours","new","","Open shoreline year-round. No ticket for the lake path.","Accès libre toute l’année. Sentier du lac sans billet."
"data.attractions.larnaca-aliki.winterTip","new","","Flamingos typically from November to March; peak mid-winter. Arrive early. Stay on the path — the lake is a protected reserve.","Flamants roses généralement de novembre à mars ; pic au cœur de l’hiver. Venez tôt. Restez sur le sentier — le lac est une réserve protégée."
"data.attractions.lefkara.bestTimeToVisit","new","","Dec to Feb, weekday mornings (fewer tour groups)","Déc. à fév., en semaine le matin (moins de groupes)"
"data.attractions.lefkara.openingHours","new","","Shops 9 to 18; some close for lunch","Boutiques 9 h – 18 h ; certaines ferment à midi"
"data.attractions.lefkara.winterTip","new","","Lacemakers sit in doorways; winter light is ideal for photos. Bring a warm layer; it's 700m up.","Les dentellières s’installent sur le pas des portes ; la lumière d’hiver est idéale pour les photos. Prévoyez une couche chaude ; le village est à 700 m."
