"key","status","en_was","en","translation"
"bookings.page.cancel.errorFailed","new","","Could not cancel. Try again in a moment.","Stornieren nicht möglich. Versuchen Sie es gleich noch einmal."
"bookings.page.cancel.keep","new","","Keep request","Anfrage behalten"
"bookings.page.cancel.success","new","","Request cancelled.","Anfrage storniert."
"bookings.page.cancelHint","new","","Plans changed? Cancel any request right on its card below — no charge. For date changes, use “Request a change”.","Pläne geändert? Stornieren Sie jede Anfrage direkt auf ihrer Karte unten — kostenfrei. Für Terminänderungen nutzen Sie „Änderung anfragen“."
"bookings.page.cta.addToCalendar","new","","Add to calendar","Zum Kalender hinzufügen"
"bookings.page.cta.modify","edited","Modify","Request a change","Änderung anfragen"
"bookings.page.cta.viewTrail","new","","View trail","Wanderweg ansehen"
"bookings.page.ics.guidedHike","new","","guided hike","geführte Wanderung"
"bookings.page.ics.tasting","new","","wine tasting","Weinverkostung"
"bookings.page.sync.toggle","edited","Booked on another device? Load by email","Check for confirmation updates — or load bookings by email","Nach Bestätigungen suchen — oder Buchungen per E-Mail laden"
"common.aria.addedToPlan","new","","Added to your plan.","Zu Ihrem Plan hinzugefügt."
"common.aria.placeCard","new","","{name} — {type}, {region}","{name} — {type}, {region}"
"common.aria.placeCardImageAlt","new","","{name}, {region} — in Cyprus winter light","{name}, {region} — im winterlichen Licht Zyperns"
"common.cookies.srAnnounce","new","","Cookie notice: choose Accept or Essential only at the bottom of the screen.","Cookie-Hinweis: Wählen Sie unten am Bildschirm Akzeptieren oder Nur essenziell."
"common.fromPrice","new","","from €{price}","ab {price} €"
"common.hubFilter.all","new","","All regions","Alle Regionen"
"common.hubFilter.aria","new","","Filter by region","Nach Region filtern"
"common.hubFilter.showing","new","","{count} of {total} shown","{count} von {total} angezeigt"
"common.localeBetaHint","new","","Beta languages: some content may still appear in English.","Beta-Sprachen: Einige Inhalte können noch auf Englisch erscheinen."
"common.localeSuggest.aria","new","","Language suggestion","Sprachvorschlag"
"common.localeSuggest.body","new","","This page is also available in English.","Diese Seite gibt es auch auf Deutsch."
"common.localeSuggest.cta","new","","Switch to English","Zu Deutsch wechseln"
"common.localeSuggest.dismiss","new","","Dismiss","Ausblenden"
"common.localeSwitchHeading","new","","Language","Sprache"
"common.navigate","new","","Navigate","Navigation"
"common.skipTo.map","new","","Skip to map","Zur Karte springen"
"common.skipTo.results","new","","Skip to results","Zu den Ergebnissen springen"
"data.airport.lca.city","new","","Larnaca","Larnaka"
"data.airport.lca.tips.0","new","","Free WiFi at arrivals. Grab a coffee and browse if you haven't already.","Kostenloses WLAN in der Ankunftshalle. Trinken Sie einen Kaffee und planen Sie in Ruhe."
"data.airport.lca.tips.1","new","","EU SIMs work. Local SIMs available at arrivals for data.","EU-SIM-Karten funktionieren. Lokale SIMs für Daten gibt es in der Ankunftshalle."
"data.airport.lca.tips.2","new","","Euro (€) only. ATMs and exchange at arrivals. Small village shops prefer cash.","Nur Euro (€). Geldautomaten und Wechselstube in der Ankunftshalle. Kleine Dorfläden bevorzugen Bargeld."
"data.airport.lca.tips.3","new","","Emergency 112 · Tourist info 1460 · Save both.","Notruf 112 · Touristeninfo 1460 · Speichern Sie beide."
"data.airport.lca.transport.bus.approxCost","new","","€8 to 15 one-way","8 bis 15 € pro Strecke"
"data.airport.lca.transport.bus.description","new","","Kapnos shuttle to main resorts. Comfortable, affordable.","Kapnos-Shuttle zu den großen Ferienorten. Bequem und günstig."
"data.airport.lca.transport.bus.duration","new","","30 to 90 min","30 bis 90 Min."
"data.airport.lca.transport.bus.tip","new","","Check schedules for your resort; book online or at desk.","Prüfen Sie die Fahrpläne für Ihren Ort; Buchung online oder am Schalter."
"data.airport.lca.transport.bus.type","new","","Bus","Bus"
"data.airport.lca.transport.car-rental.approxCost","new","","€25 to 60/day","25 bis 60 €/Tag"
"data.airport.lca.transport.car-rental.description","new","","Drive on the left. International license accepted.","Linksverkehr. Internationaler Führerschein wird anerkannt."
"data.airport.lca.transport.car-rental.tip","new","","Book in advance; major companies at arrivals.","Buchen Sie im Voraus; die großen Anbieter sitzen in der Ankunftshalle."
"data.airport.lca.transport.car-rental.type","new","","Car rental","Mietwagen"
"data.airport.lca.transport.taxi.approxCost","new","","€25 to 45 to Larnaca, €50 to 70 to Limassol, €80 to 100 to Paphos","25 bis 45 € nach Larnaka, 50 bis 70 € nach Limassol, 80 bis 100 € nach Paphos"
"data.airport.lca.transport.taxi.description","new","","Meet & greet, fixed rates. Best for late arrivals or groups.","Meet & Greet, feste Preise. Am besten bei später Ankunft oder für Gruppen."
"data.airport.lca.transport.taxi.duration","new","","15 to 60 min","15 bis 60 Min."
"data.airport.lca.transport.taxi.tip","new","","Pre-book online for best rates; drivers meet you at arrivals.","Buchen Sie online vor für die besten Preise; die Fahrer erwarten Sie in der Ankunftshalle."
"data.airport.lca.transport.taxi.type","new","","Taxi","Taxi"
"data.airport.pfo.city","new","","Paphos","Paphos"
"data.airport.pfo.tips.0","new","","Smaller than Larnaca. Usually quicker through customs.","Kleiner als Larnaka. Meist schneller durch die Kontrollen."
"data.airport.pfo.tips.1","new","","Ancient sites, beaches, wine villages within reach. Coral Bay, mosaics, Lara Beach.","Antike Stätten, Strände und Weindörfer in Reichweite. Coral Bay, Mosaiken, Lara Beach."
"data.airport.pfo.tips.2","new","","Drive on the left. Emergency 112 · Tourist info 1460.","Linksverkehr. Notruf 112 · Touristeninfo 1460."
"data.airport.pfo.transport.bus.approxCost","new","","€2 to 4","2 bis 4 €"
"data.airport.pfo.transport.bus.description","new","","612 to Paphos harbour and resort areas. Cheap and straightforward.","Linie 612 zum Hafen von Paphos und in die Ferienorte. Günstig und unkompliziert."
"data.airport.pfo.transport.bus.duration","new","","30 to 45 min","30 bis 45 Min."
"data.airport.pfo.transport.bus.tip","new","","Runs regularly; check timetables for evening arrivals.","Fährt regelmäßig; prüfen Sie die Abendzeiten."
"data.airport.pfo.transport.bus.type","new","","Bus","Bus"
"data.airport.pfo.transport.car-rental.approxCost","new","","€25 to 60/day","25 bis 60 €/Tag"
"data.airport.pfo.transport.car-rental.description","new","","Best if you plan to hit the mosaics, beaches, and wine villages. The west rewards a car.","Ideal, wenn Sie Mosaiken, Strände und Weindörfer vorhaben. Der Westen belohnt ein Auto."
"data.airport.pfo.transport.car-rental.tip","new","","Mosaics, villages, Lara Beach: all within an hour. Book ahead and you're set.","Mosaiken, Dörfer, Lara Beach: alles in einer Stunde erreichbar. Vorab buchen, und Sie sind startklar."
"data.airport.pfo.transport.car-rental.type","new","","Car rental","Mietwagen"
"data.airport.pfo.transport.taxi.approxCost","new","","€25 to 35 to Paphos, €60 to 80 to Limassol, €120 to 150 to Larnaca","25 bis 35 € nach Paphos, 60 bis 80 € nach Limassol, 120 bis 150 € nach Larnaka"
"data.airport.pfo.transport.taxi.description","new","","Meet & greet at arrivals. Fixed fares to Paphos, Coral Bay, Limassol.","Meet & Greet in der Ankunftshalle. Feste Tarife nach Paphos, Coral Bay, Limassol."
"data.airport.pfo.transport.taxi.duration","new","","15 to 90 min","15 bis 90 Min."
"data.airport.pfo.transport.taxi.tip","new","","Pre-booking avoids queues; 24/7 availability.","Vorbuchen erspart Warteschlangen; rund um die Uhr verfügbar."
"data.airport.pfo.transport.taxi.type","new","","Taxi","Taxi"
"data.attractions.agros.openingHours","new","","Rose factory 8 to 17; tours by arrangement","Rosenfabrik 8–17; Führungen nach Absprache"
"data.attractions.agros.winterTip","new","","Roses bloom Apr to May. In winter the factory uses stored harvest. Tours still run. Rose water, loukoumi. The tavernas are warm. The mountain air is cold.","Die Rosen blühen Apr.–Mai. Im Winter arbeitet die Fabrik mit gelagerter Ernte. Führungen laufen weiter. Rosenwasser, Loukoumi. Die Tavernen sind warm. Die Bergluft ist kalt."
"data.attractions.amahti.openingHours","new","","Daily 8:30 to 17:00 (winter)","Täglich 8:30–17:00 (Winter)"
"data.attractions.amahti.winterTip","new","","Winter is ideal; summer heat can be brutal. Combine with Governor's Beach for a coastal day.","Der Winter ist ideal; die Sommerhitze kann brutal sein. Mit Governor's Beach zu einem Küstentag kombinieren."
"data.attractions.angeloktisti.openingHours","new","","Winter (1 Oct to 31 Apr): Mon to Sat 7:00 to 16:45, Sun 9:30 to 16:45 (DMT 2025). Confirm locally.","Winter (1. Okt. bis 31. Apr.): Mo–Sa 7:00–16:45, So 9:30–16:45 (DMT 2025). Vor Ort bestätigen."
"data.attractions.angeloktisti.winterTip","new","","Quiet village church. Most tour buses skip it. Winter mornings are ideal. Combine with Zygi or Lefkara for a Larnaca hinterland day.","Stille Dorfkirche. Die meisten Reisebusse fahren vorbei. Wintermorgen sind ideal. Mit Zygi oder Lefkara zu einem Tag im Hinterland von Larnaca kombinieren."
"data.attractions.archangelos-michail.openingHours","new","","Tue to Sat 10:00 to 16:30, Sun 11:00 to 16:30 (winter 16 Sep to 15 Apr). Closed Mon. Confirm locally.","Di–Sa 10:00–16:30, So 11:00–16:30 (Winter, 16. Sep. bis 15. Apr.). Montags geschlossen. Vor Ort bestätigen."
"data.attractions.archangelos-michail.winterTip","new","","Winter hours 16 Sep to 15 Apr (Deputy Ministry of Culture, Aug 2025). Ask at the Folk Art Museum or café if the door is locked.","Winteröffnung 16. Sep. bis 15. Apr. (Kulturministerium, Aug. 2025). Wenn die Tür verschlossen ist, im Volkskunstmuseum oder Café fragen."
"data.attractions.athalassa-forest-park.openingHours","new","","Park open dawn to dusk. Visitor centre hours vary — call ahead off-season.","Park von Sonnenauf- bis -untergang geöffnet. Zeiten des Besucherzentrums variieren — außerhalb der Saison vorher anrufen."
"data.attractions.athalassa-forest-park.winterTip","new","","After rain, stick to main tracks—side paths muddy. Visitor centre open weekdays; check hours off-season. Layer for cycling descents.","Nach Regen auf den Hauptwegen bleiben — die Seitenpfade sind matschig. Besucherzentrum werktags geöffnet; außerhalb der Saison Zeiten prüfen. Schichten für Radabfahrten."
"data.attractions.ayia-napa-sea-caves.bestTimeToVisit","new","","Late afternoon for golden light; combine with Cape Greco and Konnos.","Spätnachmittags für goldenes Licht; mit Kap Greco und Konnos kombinieren."
"data.attractions.ayia-napa-sea-caves.openingHours","new","","Open cliff-top year-round.","Frei zugängliche Klippen, ganzjährig."
"data.attractions.ayia-napa-sea-caves.winterTip","new","","Winter light is golden and low; ideal for photography. Sea too cold for swimming; bring a wind layer. Combine with Cape Greco trail.","Das Winterlicht ist golden und tief; ideal zum Fotografieren. Das Meer ist zu kalt zum Schwimmen; Windjacke mitnehmen. Mit dem Kap-Greco-Trail kombinieren."
"data.attractions.bellapais.openingHours","new","","Daily 9 to 17 (winter); may vary in north Cyprus","Täglich 9–17 (Winter); in Nordzypern ggf. abweichend"
"data.attractions.bellapais.winterTip","new","","Winter concerts in the refectory. Check programme for dates. Dress warm; the stone holds the cold. The abbey at dusk.","Winterkonzerte im Refektorium. Termine im Programm prüfen. Warm anziehen; der Stein hält die Kälte. Die Abtei in der Dämmerung."
"data.attractions.buffavento.openingHours","new","","Daily 9 to 17 (north Cyprus; may vary)","Täglich 9–17 (Nordzypern; kann abweichen)"
"data.attractions.buffavento.winterTip","new","","North Cyprus. Dress warm; the castle catches the wind. Verify border access from the south before you travel. Clear winter days offer the best visibility. The climb warms you up.","Nordzypern. Warm anziehen; die Burg fängt den Wind. Vor der Fahrt den Grenzübertritt vom Süden bestätigen. Klare Wintertage bieten die beste Sicht. Der Aufstieg wärmt."
"data.attractions.cape-greco-climbing.bestTimeToVisit","new","","Dec to Mar, morning for calm wind","Dez. bis März, morgens bei ruhigem Wind"
"data.attractions.cape-greco-climbing.winterTip","new","","Mild coast when Troodos is cold. Check wind; exposed ridges need calm days. Guided climbing recommended if new to the area.","Milde Küste, wenn das Troodos kalt ist. Wind prüfen; exponierte Grate brauchen ruhige Tage. Geführtes Klettern empfohlen, wenn das Gebiet neu ist."
"data.attractions.choirokoitia.bestTimeToVisit","new","","Dec to Feb, 10am to 12pm (warmer, less mist)","Dez. bis Feb., 10–12 Uhr (wärmer, weniger Nebel)"
"data.attractions.choirokoitia.openingHours","new","","Daily 8:30 to 17:00 (winter 16 Sep to 15 Apr)","Täglich 8:30–17:00 (Winter, 16. Sep. bis 15. Apr.)"
"data.attractions.choirokoitia.winterTip","new","","Winter mornings can be misty; dramatic for photos. The site is compact; allow 1 to 1.5 hours.","Wintermorgen können neblig sein; dramatisch für Fotos. Das Gelände ist kompakt; 1 bis 1,5 Stunden einplanen."
"data.attractions.chrysorrogiatissa.openingHours","new","","Daily 9 to 12, 15 to 18 (winter); museum 9 to 13, 14 to 17","Täglich 9–12, 15–18 (Winter); Museum 9–13, 14–17"
"data.attractions.chrysorrogiatissa.winterTip","new","","Paphos region stays mild. The views over the district are clear in winter. Buy a bottle. Combine with Vouni Panayia for a full wine-and-monastery day.","Die Region Paphos bleibt mild. Der Blick über den Bezirk ist im Winter klar. Eine Flasche kaufen. Mit Vouni Panayia zu einem vollen Wein-und-Kloster-Tag kombinieren."
"data.attractions.coral-bay.bestTimeToVisit","new","","Late afternoon for sunset; combine with Pafos mosaics or Tomb of Kings.","Spätnachmittags zum Sonnenuntergang; mit den Paphos-Mosaiken oder den Königsgräbern kombinieren."
"data.attractions.coral-bay.openingHours","new","","Open shoreline year-round. Tavernas often stay open.","Frei zugänglicher Strand, ganzjährig. Die Tavernen haben oft geöffnet."
"data.attractions.coral-bay.winterTip","new","","Winter sunsets around 5pm Dec to Jan. Fewer crowds, mild for a stroll.","Wintersonnenuntergänge Dez.–Jan. gegen 17 Uhr. Weniger Besucher, mild für einen Spaziergang."
"data.attractions.cyprus-museum.openingHours","new","","Tue to Fri 8 to 18, Sat 9 to 17, Sun 10 to 13; closed Mon","Di–Fr 8–18, Sa 9–17, So 10–13; montags geschlossen"
"data.attractions.cyprus-museum.winterTip","new","","Best rainy-day escape. The galleries stay warm and dry. Combine with Ledra Street and a café; the museum sits in central Nicosia.","Die beste Zuflucht für Regentage. Die Säle sind warm und trocken. Mit der Ledra-Straße und einem Café kombinieren; das Museum liegt im Zentrum Nikosias."
"data.attractions.fig-tree-bay.bestTimeToVisit","new","","Morning or afternoon; Cape Greco trail first, then Fig Tree Bay.","Morgens oder nachmittags; erst der Kap-Greco-Trail, dann Fig Tree Bay."
"data.attractions.fig-tree-bay.openingHours","new","","Open shoreline year-round. Promenade cafés often stay open.","Frei zugänglicher Strand, ganzjährig. Die Promenadencafés haben oft geöffnet."
"data.attractions.fig-tree-bay.winterTip","new","","Protected bay; mild for winter walks. Promenade cafés stay open. Combine with Protaras and Cape Greco.","Geschützte Bucht; mild für Winterspaziergänge. Die Promenadencafés bleiben offen. Mit Protaras und Kap Greco kombinieren."
"data.attractions.fikardou.openingHours","new","","Museum 9 to 16; village always open","Museum 9–16; Dorf immer zugänglich"
"data.attractions.fikardou.winterTip","new","","UNESCO village. The museum opens 9 to 16. Winter is quiet. Combine with a Nicosia or Troodos day. The silence is the gift.","UNESCO-Dorf. Das Museum öffnet 9–16. Der Winter ist still. Mit einem Nikosia- oder Troodos-Tag kombinieren. Die Stille ist das Geschenk."
"data.attractions.foini.openingHours","new","","Museum 9 to 16 (check for winter hours); workshops vary","Museum 9–16 (Winterzeiten prüfen); Werkstätten variieren"
"data.attractions.foini.winterTip","new","","Detour on the way to Platres or Troodos. The museum and workshops stay open. Winter is quiet. Take home a small jug or bowl.","Abstecher auf dem Weg nach Platres oder Troodos. Museum und Werkstätten bleiben offen. Der Winter ist still. Einen kleinen Krug oder eine Schale mitnehmen."
"data.attractions.gerakopetra-boulders.bestTimeToVisit","new","","Dec to Mar, 10am to 3pm","Dez. bis März, 10–15 Uhr"
"data.attractions.gerakopetra-boulders.winterTip","new","","Prime season Dec to Mar on dry days. Northeast sectors stay cold—start mid-morning or head to Episkopi for sun. Bring layers for belaying. Wait 24 hours after rain—sandstone needs to dry. Gravel road can be muddy; 4x4 helpful not essential.","Beste Saison Dez.–März an trockenen Tagen. Die Nordost-Sektoren bleiben kalt — am Vormittag starten oder für Sonne nach Episkopi. Schichten zum Sichern mitnehmen. Nach Regen 24 Stunden warten — der Sandstein muss trocknen. Die Schotterstraße kann matschig sein; Allrad hilfreich, aber nicht nötig."
"data.attractions.governors-beach.bestTimeToVisit","new","","Lunch; Kourion in the morning, Governor's Beach for fish.","Mittags; morgens Kourion, dann Governor's Beach zum Fischessen."
"data.attractions.governors-beach.openingHours","new","","Open shoreline year-round. Cliff tavernas often stay open.","Frei zugänglicher Strand, ganzjährig. Die Klippen-Tavernen haben oft geöffnet."
"data.attractions.governors-beach.winterTip","new","","Ideal for a winter coastal lunch; 18°C and sunny. Cliff tavernas open year-round. Combine with Kourion or Kolossi.","Ideal für ein winterliches Mittagessen am Meer; 18 °C und sonnig. Die Klippen-Tavernen haben ganzjährig geöffnet. Mit Kourion oder Kolossi kombinieren."
"data.attractions.idalion.openingHours","new","","Local museum Mon to Fri 8:30 to 16:00 (DMT 2025). Archaeological park hours vary — call 22 444818.","Lokalmuseum Mo–Fr 8:30–16:00 (DMT 2025). Die Zeiten des Archäologieparks variieren — Tel. 22 444818."
"data.attractions.idalion.winterTip","new","","Fewer visitors in winter. You might have the site to yourself. The olive trees and hilltop views are worth the detour from Nicosia.","Im Winter weniger Besucher. Vielleicht haben Sie die Stätte für sich. Die Olivenbäume und der Hügelblick lohnen den Abstecher von Nikosia."
"data.attractions.kakopetria.bestTimeToVisit","new","","Dec to Feb, lunch or early afternoon (warmer in the valley)","Dez. bis Feb., mittags oder früh am Nachmittag (im Tal wärmer)"
"data.attractions.kakopetria.openingHours","new","","Tavernas 12 to 22; shops 9 to 18","Tavernen 12–22; Läden 9–18"
"data.attractions.kakopetria.winterTip","new","","Trout tavernas by the river are cosy in winter. Try trout with almonds or the local sausages.","Die Forellen-Tavernen am Fluss sind im Winter gemütlich. Forelle mit Mandeln oder die lokalen Würste probieren."
"data.attractions.kalopanagiotis.openingHours","new","","Thermal baths vary; bridge and village always open","Thermalbäder variieren; Brücke und Dorf immer zugänglich"
"data.attractions.kalopanagiotis.winterTip","new","","Thermal springs are extra welcome in winter. The valley is cold and crisp. Book a soak. The bridge and Lampadistis church. Allow an hour.","Die Thermalquellen sind im Winter doppelt willkommen. Das Tal ist kalt und klar. Ein Bad reservieren. Die Brücke und die Lampadistis-Kirche. Eine Stunde einplanen."
"data.attractions.kition.bestTimeToVisit","new","","Tue to Fri morning; salt lake flamingos after","Di–Fr vormittags; danach die Flamingos am Salzsee"
"data.attractions.kition.openingHours","new","","Mon to Fri 8:30 to 16:00 (winter 16 Sep to 15 Apr). Closed Sat and Sun.","Mo–Fr 8:30–16:00 (Winter, 16. Sep. bis 15. Apr.). Sa und So geschlossen."
"data.attractions.kition.winterTip","new","","Winter hours are weekdays 8:30 to 16:00; closed Saturday and Sunday. Combine with the salt lake or Angeloktisti, not a weekend-only Larnaca day.","Winteröffnung werktags 8:30–16:00; Samstag und Sonntag geschlossen. Mit dem Salzsee oder Angeloktisti kombinieren — kein Ziel für einen reinen Wochenend-Tag in Larnaca."
"data.attractions.koilani.openingHours","new","","Wine museum 10 to 16; tavernas 12 to 22","Weinmuseum 10–16; Tavernen 12–22"
"data.attractions.koilani.winterTip","new","","Commandaria Festival in December. Wine museum 10 to 16. Even in January the tavernas are warm. Combine with Vlassides, Omodos, Pera Pedi. Plan to eat.","Commandaria-Festival im Dezember. Weinmuseum 10–16. Selbst im Januar sind die Tavernen warm. Mit Vlassides, Omodos, Pera Pedi kombinieren. Zeit zum Essen einplanen."
"data.attractions.kolossi.bestTimeToVisit","new","","Dec to Mar, mid-morning (warm enough to climb to roof)","Dez. bis März, am Vormittag (warm genug fürs Dach)"
"data.attractions.kolossi.openingHours","new","","Daily 8:30 to 17:00 (winter)","Täglich 8:30–17:00 (Winter)"
"data.attractions.kolossi.winterTip","new","","Combine with a Commandaria tasting; Zambartas is nearby, or Kolios in the Paphos hills. Castle takes 30 to 45 min.","Mit einer Commandaria-Verkostung kombinieren; Zambartas liegt in der Nähe, Kolios in den Hügeln von Paphos. Die Burg dauert 30–45 Min."
"data.attractions.konnos-bay.bestTimeToVisit","new","","Morning; do Cape Greco trail first, Konnos for a break.","Morgens; erst der Kap-Greco-Trail, Konnos für die Pause."
"data.attractions.konnos-bay.openingHours","new","","Open shoreline year-round. No facilities on the sand.","Frei zugänglicher Strand, ganzjährig. Keine Einrichtungen am Sand."
"data.attractions.konnos-bay.winterTip","new","","Combine with Cape Greco Coastal Path; trailhead nearby. Winter sun and empty sand.","Mit dem Kap-Greco-Küstenpfad kombinieren; der Einstieg ist gleich nebenan. Wintersonne und leerer Sand."
"data.attractions.kourion.bestTimeToVisit","new","","Dec to Mar, late afternoon for sunset","Dez. bis März, spätnachmittags zum Sonnenuntergang"
"data.attractions.kourion.openingHours","new","","Daily 8:30 to 17:00 (winter)","Täglich 8:30–17:00 (Winter)"
"data.attractions.kourion.winterTip","new","","The theatre faces west; sunset in winter around 4:30pm. Bring a wind layer; the cliff catches breezes.","Das Theater zeigt nach Westen; Sonnenuntergang im Winter gegen 16:30. Windjacke mitnehmen; an der Klippe weht es."
"data.attractions.kykkos.openingHours","new","","Daily 10 to 18 (winter); museum 10 to 16","Täglich 10–18 (Winter); Museum 10–16"
"data.attractions.kykkos.winterTip","new","","The drive can be snowy in Jan to Feb. Check road conditions. The forest in winter light. Allow half a day minimum.","Die Anfahrt kann Jan.–Feb. verschneit sein. Straßenverhältnisse prüfen. Der Wald im Winterlicht. Mindestens einen halben Tag einplanen."
"data.attractions.lara-bay.bestTimeToVisit","new","","Morning; combine with Adonis or Aphrodite trail, Polis for lunch.","Morgens; mit dem Adonis- oder Aphrodite-Trail kombinieren, mittags Polis."
